2026-04-30T16:02:27.397789053Z [inf]  deleting '/nix/store/74h4z8k82pmp24xryflv4lxkz8jlpqqd-ed-1.20.2'

2026-04-30T16:02:27.398313269Z [inf]  deleting '/nix/store/d29r1bdmlvwmj52apgcdxfl1mm9c5782-update-autotools-gnu-config-scripts-hook'

2026-04-30T16:02:27.398456724Z [inf]  deleting '/nix/store/1m67ipsk39xvhyqrxnzv2m2p48pil8kl-gnu-config-2024-01-01'

2026-04-30T16:02:27.398772147Z [inf]  deleting '/nix/store/c4rj90r2m89rxs64hmm857mipwjhig5d-file-5.46'

2026-04-30T16:02:27.399153068Z [inf]  deleting '/nix/store/wf5zj2gbib3gjqllkabxaw4dh0gzcla3-builder.pl'

2026-04-30T16:02:27.399605767Z [inf]  deleting '/nix/store/9l9n7a0v4aibcz0sgd0crs209an9p7dz-openssl-3.3.2'

2026-04-30T16:02:27.400114891Z [inf]  deleting unused links...

2026-04-30T16:02:31.093039258Z [inf]  note: currently hard linking saves 2.31 MiB

2026-04-30T16:02:31.108847093Z [inf]  42 store paths deleted, 263.32 MiB freed

2026-04-30T16:02:33.045576575Z [inf]  [stage-0  4/11] RUN nix-env -if .nixpacks/nixpkgs-ffeebf0acf3ae8b29f8c7049cd911b9636efd7e7.nix && nix-collect-garbage -d
2026-04-30T16:02:33.139432220Z [inf]  [stage-0  5/11] COPY . /app/.
2026-04-30T16:02:42.074507641Z [inf]  [stage-0  5/11] COPY . /app/.
2026-04-30T16:02:42.312524088Z [inf]  [stage-0  6/11] RUN --mount=type=cache,id=s/3d7184fa-588b-4c8d-8e33-415251691928-/root/local/share/pnpm/store/v3,target=/root/.local/share/pnpm/store/v3 pnpm install --no-frozen-lockfile --prefer-offline
2026-04-30T16:02:45.903035227Z [inf]  Scope: all 3 workspace projects

2026-04-30T16:02:46.116300097Z [inf]  Lockfile is up to date, resolution step is skipped

2026-04-30T16:02:46.263623482Z [inf]  Progress: resolved 1, reused 0, downloaded 0, added 0

2026-04-30T16:02:46.520004679Z [inf]  Packages: +2586
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

2026-04-30T16:02:47.265124083Z [inf]  Progress: resolved 2586, reused 0, downloaded 135, added 103

2026-04-30T16:02:48.265731976Z [inf]  Progress: resolved 2586, reused 0, downloaded 243, added 204

2026-04-30T16:02:49.266682483Z [inf]  Progress: resolved 2586, reused 0, downloaded 311, added 277

2026-04-30T16:02:50.271101451Z [inf]  Progress: resolved 2586, reused 0, downloaded 380, added 350

2026-04-30T16:02:51.271070916Z [inf]  Progress: resolved 2586, reused 0, downloaded 438, added 425

2026-04-30T16:02:52.27168664Z [inf]  Progress: resolved 2586, reused 0, downloaded 464, added 450

2026-04-30T16:02:53.272774723Z [inf]  Progress: resolved 2586, reused 0, downloaded 577, added 569

2026-04-30T16:02:54.274283948Z [inf]  Progress: resolved 2586, reused 0, downloaded 745, added 752

2026-04-30T16:02:55.275063869Z [inf]  Progress: resolved 2586, reused 0, downloaded 810, added 810

2026-04-30T16:02:56.275856028Z [inf]  Progress: resolved 2586, reused 0, downloaded 849, added 851

2026-04-30T16:02:57.276304201Z [inf]  Progress: resolved 2586, reused 0, downloaded 911, added 922

2026-04-30T16:02:58.275753176Z [inf]  Progress: resolved 2586, reused 0, downloaded 981, added 988

2026-04-30T16:02:59.276860918Z [inf]  Progress: resolved 2586, reused 0, downloaded 1080, added 1087

2026-04-30T16:03:00.277676743Z [inf]  Progress: resolved 2586, reused 0, downloaded 1210, added 1232

2026-04-30T16:03:01.278646578Z [inf]  Progress: resolved 2586, reused 0, downloaded 1352, added 1365

2026-04-30T16:03:02.279024035Z [inf]  Progress: resolved 2586, reused 0, downloaded 1492, added 1523

